file_name,signal_classification,uuid,file_index,label,dataset
0033dd64-1b34-4821-ba47-56dcf2569e56.dat,narrowbanddrd,0033dd64-1b34-4821-ba47-56dcf2569e56,000015,3,train
0033ed0c-8dfa-4dfd-ae02-e8b0e5968f5f.dat,brightpixel,0033ed0c-8dfa-4dfd-ae02-e8b0e5968f5f,000016,1,train
0039712f-5117-4581-af00-b56c3c7f1a93.dat,squigglesquarepulsednarrowband,0039712f-5117-4581-af00-b56c3c7f1a93,000017,6,train
003a05f0-b882-4be1-81a0-bf52cd8becaf.dat,narrowbanddrd,003a05f0-b882-4be1-81a0-bf52cd8becaf,000018,3,train
003e7672-f67f-494a-8991-45eac1b6bdfe.dat,squarepulsednarrowband,003e7672-f67f-494a-8991-45eac1b6bdfe,000019,4,train
003f73ec-4ece-4223-a814-e160b9106ca4.dat,narrowbanddrd,003f73ec-4ece-4223-a814-e160b9106ca4,000020,3,train
00404226-c564-47b5-8d17-2ca3641e1fcd.dat,squigglesquarepulsednarrowband,00404226-c564-47b5-8d17-2ca3641e1fcd,000021,6,train
004064c6-ab6a-4472-a678-0b17a8857896.dat,squiggle,004064c6-ab6a-4472-a678-0b17a8857896,000022,5,train
00415b58-515f-4f5e-91ff-cb54991f6d05.dat,squiggle,00415b58-515f-4f5e-91ff-cb54991f6d05,000023,5,train
00468c0d-3ca1-4522-b1d4-3b1641db1eec.dat,squigglesquarepulsednarrowband,00468c0d-3ca1-4522-b1d4-3b1641db1eec,000024,6,train
004ae12b-1e6b-4b05-abdf-45ae244a4425.dat,squigglesquarepulsednarrowband,004ae12b-1e6b-4b05-abdf-45ae244a4425,000025,6,train
004dac03-ef21-4711-b47a-833d908432af.dat,noise,004dac03-ef21-4711-b47a-833d908432af,000026,0,train
00530249-7d11-43b1-a92c-d7b8fc3db995.dat,narrowbanddrd,00530249-7d11-43b1-a92c-d7b8fc3db995,000027,3,train
00561b08-c46d-4cc2-8bda-295fb0c14136.dat,brightpixel,00561b08-c46d-4cc2-8bda-295fb0c14136,000028,1,train
0059973c-f6be-4cce-b3c5-efe047856793.dat,narrowbanddrd,0059973c-f6be-4cce-b3c5-efe047856793,000029,3,train
005d3359-a860-4816-ad07-21e4ec92a821.dat,narrowbanddrd,005d3359-a860-4816-ad07-21e4ec92a821,000030,3,train
005e788b-b03d-4c92-95e1-eb893656754b.dat,narrowbanddrd,005e788b-b03d-4c92-95e1-eb893656754b,000031,3,train
00617607-1f81-490f-809e-f3fc919ac95a.dat,narrowbanddrd,00617607-1f81-490f-809e-f3fc919ac95a,000032,3,train
0062f918-ff60-48db-bfb4-b0f598891452.dat,narrowbanddrd,0062f918-ff60-48db-bfb4-b0f598891452,000033,3,train
0067bb72-832e-4688-a7e7-326e83599f10.dat,squigglesquarepulsednarrowband,0067bb72-832e-4688-a7e7-326e83599f10,000034,6,train
006a3f17-74ad-4264-853e-3f393fde78ca.dat,narrowbanddrd,006a3f17-74ad-4264-853e-3f393fde78ca,000035,3,train
00700afc-7c5f-4d96-869d-d52fd40b37f2.dat,squigglesquarepulsednarrowband,00700afc-7c5f-4d96-869d-d52fd40b37f2,000036,6,train
0077ac2f-d610-4087-bc67-c3eba83111d7.dat,narrowbanddrd,0077ac2f-d610-4087-bc67-c3eba83111d7,000037,3,train
0078211d-3acc-44b1-84a2-f7cb8f1690d3.dat,narrowbanddrd,0078211d-3acc-44b1-84a2-f7cb8f1690d3,000038,3,train
007d46f0-37a4-4b81-a730-a018dce477fd.dat,squiggle,007d46f0-37a4-4b81-a730-a018dce477fd,000039,5,train
00823111-a2f0-41de-bcb7-262b25cb22fa.dat,narrowband,00823111-a2f0-41de-bcb7-262b25cb22fa,000040,2,train
008f4ddc-1fe8-49fc-8b1c-6f8383afd1c7.dat,noise,008f4ddc-1fe8-49fc-8b1c-6f8383afd1c7,000041,0,train
0094a317-f6ad-4e89-9dea-20d0f9a4f936.dat,squiggle,0094a317-f6ad-4e89-9dea-20d0f9a4f936,000042,5,train
0098a99b-6849-422a-8abb-fd115b41f762.dat,noise,0098a99b-6849-422a-8abb-fd115b41f762,000043,0,train
0098fb8c-85ea-4671-a5de-1a60aeee7a12.dat,narrowbanddrd,0098fb8c-85ea-4671-a5de-1a60aeee7a12,000044,3,train
009baef2-1081-4504-b0d1-632bb2f034d6.dat,narrowbanddrd,009baef2-1081-4504-b0d1-632bb2f034d6,000045,3,train
009de81b-e867-4577-9ce3-d37afebc2164.dat,squiggle,009de81b-e867-4577-9ce3-d37afebc2164,000046,5,train
00a0081d-6bc1-42cc-b3ee-faacfd07c685.dat,squiggle,00a0081d-6bc1-42cc-b3ee-faacfd07c685,000047,5,train
00a31860-2f7a-41a5-9501-666be3c95c8b.dat,noise,00a31860-2f7a-41a5-9501-666be3c95c8b,000048,0,train
00b5d26e-1002-44d6-b88d-a03627af5abe.dat,squarepulsednarrowband,00b5d26e-1002-44d6-b88d-a03627af5abe,000049,4,train
00b9a3cc-8f3c-4055-b910-a391615ba73a.dat,narrowbanddrd,00b9a3cc-8f3c-4055-b910-a391615ba73a,000050,3,train
00bafd7f-7e4f-4e29-b731-a396c8b7598f.dat,narrowband,00bafd7f-7e4f-4e29-b731-a396c8b7598f,000051,2,train
00c779aa-5566-41d2-ac63-383fa3eecdeb.dat,narrowbanddrd,00c779aa-5566-41d2-ac63-383fa3eecdeb,000052,3,train
00d04012-9264-4758-a864-839956489070.dat,squarepulsednarrowband,00d04012-9264-4758-a864-839956489070,000053,4,train
00d28185-a60c-491a-b8e2-0b7b49ddd483.dat,narrowbanddrd,00d28185-a60c-491a-b8e2-0b7b49ddd483,000054,3,train
00d41037-194d-44eb-9394-3f2b7b450ccf.dat,squarepulsednarrowband,00d41037-194d-44eb-9394-3f2b7b450ccf,000055,4,train
00d52d0f-fbf6-4d1c-aec4-ff1d11985196.dat,squigglesquarepulsednarrowband,00d52d0f-fbf6-4d1c-aec4-ff1d11985196,000056,6,train
00da5704-c4d6-4b9a-aad0-2fe26d79af32.dat,squigglesquarepulsednarrowband,00da5704-c4d6-4b9a-aad0-2fe26d79af32,000057,6,train
00dc358e-7321-4295-8fb4-edab046aab52.dat,narrowband,00dc358e-7321-4295-8fb4-edab046aab52,000058,2,train
00dde32d-948b-4d85-8b41-c3200c6c5065.dat,squigglesquarepulsednarrowband,00dde32d-948b-4d85-8b41-c3200c6c5065,000059,6,train
00e029cd-30e3-4b7c-acc7-79e17d30715a.dat,narrowbanddrd,00e029cd-30e3-4b7c-acc7-79e17d30715a,000060,3,train
00e0cd0c-987e-4031-8808-811867706917.dat,narrowbanddrd,00e0cd0c-987e-4031-8808-811867706917,000061,3,train
00e1c1fa-cadd-4da6-9c17-0a848e94b484.dat,narrowbanddrd,00e1c1fa-cadd-4da6-9c17-0a848e94b484,000062,3,train
00e34714-8711-42b2-a4eb-fa1285f45163.dat,noise,00e34714-8711-42b2-a4eb-fa1285f45163,000063,0,train
00e38e56-d2e6-4640-883b-b9b6193da944.dat,noise,00e38e56-d2e6-4640-883b-b9b6193da944,000064,0,train
00f1bbc3-0bd9-4b2b-9ab0-2422e9f51c6a.dat,squarepulsednarrowband,00f1bbc3-0bd9-4b2b-9ab0-2422e9f51c6a,000065,4,train
00f3e017-ee44-4c20-b8c1-bc1586a76c3d.dat,squigglesquarepulsednarrowband,00f3e017-ee44-4c20-b8c1-bc1586a76c3d,000066,6,train
00f6b553-1b66-487b-aa9e-8f8a0f7824df.dat,narrowbanddrd,00f6b553-1b66-487b-aa9e-8f8a0f7824df,000067,3,train
00fd7b2a-4291-41bf-920c-7a606d5ad125.dat,noise,00fd7b2a-4291-41bf-920c-7a606d5ad125,000068,0,train
0102b5bc-2c56-4b8b-9dcc-9f57c3b2303d.dat,squigglesquarepulsednarrowband,0102b5bc-2c56-4b8b-9dcc-9f57c3b2303d,000069,6,train
0103467e-9adb-478b-8d56-19a8c13e9ac0.dat,narrowbanddrd,0103467e-9adb-478b-8d56-19a8c13e9ac0,000070,3,train
010998a0-c3a9-4dd7-99a7-cdb1e3eb802f.dat,squigglesquarepulsednarrowband,010998a0-c3a9-4dd7-99a7-cdb1e3eb802f,000071,6,train
010b24a5-12ec-461f-8ffb-efa1d1350d7b.dat,squarepulsednarrowband,010b24a5-12ec-461f-8ffb-efa1d1350d7b,000072,4,train
0118b822-0d0d-4f9b-8453-ec6bf89d1eaf.dat,squigglesquarepulsednarrowband,0118b822-0d0d-4f9b-8453-ec6bf89d1eaf,000073,6,train
0119399c-47b1-4146-81f7-f9321e6aee6c.dat,squigglesquarepulsednarrowband,0119399c-47b1-4146-81f7-f9321e6aee6c,000074,6,train
011e97a3-7655-4c96-9bf0-0305076378c2.dat,narrowband,011e97a3-7655-4c96-9bf0-0305076378c2,000075,2,train
011ecbf9-6504-447b-a2a5-eb6cdc6f9610.dat,brightpixel,011ecbf9-6504-447b-a2a5-eb6cdc6f9610,000076,1,train
011efc7d-6a4e-4814-808b-8269dd3e270b.dat,squarepulsednarrowband,011efc7d-6a4e-4814-808b-8269dd3e270b,000077,4,train
0125ab24-c0d6-4800-a178-85770cc25a2b.dat,brightpixel,0125ab24-c0d6-4800-a178-85770cc25a2b,000078,1,train
0126a50b-a303-41d7-b6d6-87f89a55282d.dat,narrowband,0126a50b-a303-41d7-b6d6-87f89a55282d,000079,2,train
0129dacf-3ed6-4098-a0e6-198802769746.dat,noise,0129dacf-3ed6-4098-a0e6-198802769746,000080,0,train
012a8434-c883-4240-aff6-4afa42644f69.dat,narrowbanddrd,012a8434-c883-4240-aff6-4afa42644f69,000081,3,train
012d0de1-0e8c-420b-a0ea-d9cd751db655.dat,narrowbanddrd,012d0de1-0e8c-420b-a0ea-d9cd751db655,000082,3,train
012e3a54-321e-417b-850a-f837db18a48b.dat,narrowband,012e3a54-321e-417b-850a-f837db18a48b,000083,2,train
012e4d5d-c9aa-45b0-a0b5-92246cc93bd5.dat,squiggle,012e4d5d-c9aa-45b0-a0b5-92246cc93bd5,000084,5,train
012fb188-5e0f-4784-b702-319450427798.dat,narrowbanddrd,012fb188-5e0f-4784-b702-319450427798,000085,3,train
0135bf46-d359-4dc7-8ccc-67806dfe66d6.dat,squarepulsednarrowband,0135bf46-d359-4dc7-8ccc-67806dfe66d6,000086,4,train
0139d6c6-6284-4228-82a4-8ec955461d5d.dat,noise,0139d6c6-6284-4228-82a4-8ec955461d5d,000087,0,train
013a1bcb-f8cc-4f71-9f22-824268ca8321.dat,squarepulsednarrowband,013a1bcb-f8cc-4f71-9f22-824268ca8321,000088,4,train
013ac84e-fa7a-4ab8-bc4a-70424f6d1823.dat,squigglesquarepulsednarrowband,013ac84e-fa7a-4ab8-bc4a-70424f6d1823,000089,6,train
013be237-ca44-4aea-ac21-c5d6600a3ff3.dat,noise,013be237-ca44-4aea-ac21-c5d6600a3ff3,000090,0,train
0141279c-1838-475d-a31a-4dcbc3f65aa2.dat,narrowbanddrd,0141279c-1838-475d-a31a-4dcbc3f65aa2,000091,3,train
0141af72-9e45-4fbe-86f0-4931fad380b6.dat,squiggle,0141af72-9e45-4fbe-86f0-4931fad380b6,000092,5,train
0149f63a-5f22-4876-8ecf-0d3d62eb2fb1.dat,brightpixel,0149f63a-5f22-4876-8ecf-0d3d62eb2fb1,000093,1,train
014d6b5a-9fbc-4be2-b031-1aad3f394b96.dat,brightpixel,014d6b5a-9fbc-4be2-b031-1aad3f394b96,000094,1,train
01537aca-6c58-410a-96bc-d7ddcf2a3b50.dat,narrowband,01537aca-6c58-410a-96bc-d7ddcf2a3b50,000095,2,train
015d6af3-a19a-47b7-ae4f-611c834821c3.dat,narrowbanddrd,015d6af3-a19a-47b7-ae4f-611c834821c3,000096,3,train
01645bcc-5cf7-4666-b2b9-4491270bad63.dat,squarepulsednarrowband,01645bcc-5cf7-4666-b2b9-4491270bad63,000097,4,train
016ec8ee-b53c-4498-a074-433d26ea4c0a.dat,brightpixel,016ec8ee-b53c-4498-a074-433d26ea4c0a,000098,1,train
016fb264-ed2e-464b-97ae-d5cc138835ad.dat,narrowbanddrd,016fb264-ed2e-464b-97ae-d5cc138835ad,000099,3,train
0173a761-ab33-482d-939a-9e5b0c6ea46b.dat,narrowband,0173a761-ab33-482d-939a-9e5b0c6ea46b,000100,2,train
0176c146-6ff2-4742-aa07-b4a6bdd67876.dat,squigglesquarepulsednarrowband,0176c146-6ff2-4742-aa07-b4a6bdd67876,000101,6,train
0179a993-f7d1-41db-a39f-5190e826a4bc.dat,narrowbanddrd,0179a993-f7d1-41db-a39f-5190e826a4bc,000102,3,train
017f886d-52b2-4a7a-8765-1d46d4b7398f.dat,squarepulsednarrowband,017f886d-52b2-4a7a-8765-1d46d4b7398f,000103,4,train
018872a6-b7f3-4ed9-bcfc-263a6249f2d2.dat,squiggle,018872a6-b7f3-4ed9-bcfc-263a6249f2d2,000104,5,train
018de612-bbf8-4a93-b6f3-228ee6e9a036.dat,narrowband,018de612-bbf8-4a93-b6f3-228ee6e9a036,000105,2,train
019093d6-46ff-46ca-8ab8-39d8dec85e93.dat,noise,019093d6-46ff-46ca-8ab8-39d8dec85e93,000106,0,train
0192fc3f-6f81-45de-8023-de6746dcb7d9.dat,narrowbanddrd,0192fc3f-6f81-45de-8023-de6746dcb7d9,000107,3,train
01938210-c78b-457d-a1ba-d74c963e0b5a.dat,narrowband,01938210-c78b-457d-a1ba-d74c963e0b5a,000108,2,train
01941116-dbf6-4062-9336-651dc88ab60e.dat,squarepulsednarrowband,01941116-dbf6-4062-9336-651dc88ab60e,000109,4,train
0196e075-9b1c-42d8-a13c-5b2b3814df2f.dat,brightpixel,0196e075-9b1c-42d8-a13c-5b2b3814df2f,000110,1,train
019caf8f-5438-4ed7-a3e6-beebd84d65b2.dat,squarepulsednarrowband,019caf8f-5438-4ed7-a3e6-beebd84d65b2,000111,4,train
019d208b-9d42-42c0-be7f-62c7d932b01e.dat,squiggle,019d208b-9d42-42c0-be7f-62c7d932b01e,000112,5,train
019eb2f3-907b-40f6-a83a-5f3b1666c9eb.dat,narrowbanddrd,019eb2f3-907b-40f6-a83a-5f3b1666c9eb,000113,3,train
019f43e7-01df-4e08-a25b-29c0387110f0.dat,brightpixel,019f43e7-01df-4e08-a25b-29c0387110f0,000114,1,train
01a407c6-574a-4fd0-9c37-ad56bb3483d1.dat,squigglesquarepulsednarrowband,01a407c6-574a-4fd0-9c37-ad56bb3483d1,000115,6,train
01a6b92e-cfbb-4dcc-9833-a797c9686788.dat,narrowband,01a6b92e-cfbb-4dcc-9833-a797c9686788,000116,2,train
01b5e3f4-940d-4641-85ea-8fc7f45e134d.dat,noise,01b5e3f4-940d-4641-85ea-8fc7f45e134d,000117,0,train
01b7db03-b837-477d-a943-7ab3442e4052.dat,brightpixel,01b7db03-b837-477d-a943-7ab3442e4052,000118,1,train
01c9fb1d-3415-48dd-85f2-1c908449be64.dat,squigglesquarepulsednarrowband,01c9fb1d-3415-48dd-85f2-1c908449be64,000119,6,train
01ca1408-fea8-4320-b6cf-bd1dbcc22c31.dat,squigglesquarepulsednarrowband,01ca1408-fea8-4320-b6cf-bd1dbcc22c31,000120,6,train
01cfb20a-113a-4336-ba54-d4612934037a.dat,noise,01cfb20a-113a-4336-ba54-d4612934037a,000121,0,train
01d2c643-575f-49d7-8674-15222c6767f2.dat,narrowbanddrd,01d2c643-575f-49d7-8674-15222c6767f2,000122,3,train
01d3aa7d-e30d-4824-8a01-c3c174f25915.dat,narrowbanddrd,01d3aa7d-e30d-4824-8a01-c3c174f25915,000123,3,train
01d7910d-f2ec-4685-9569-dcd5ad6ac7b7.dat,brightpixel,01d7910d-f2ec-4685-9569-dcd5ad6ac7b7,000124,1,train
01de87c2-13b0-4856-825f-bd534703029d.dat,squarepulsednarrowband,01de87c2-13b0-4856-825f-bd534703029d,000125,4,train
01e07abb-c752-43e9-8938-e58b8af894dd.dat,squiggle,01e07abb-c752-43e9-8938-e58b8af894dd,000126,5,train
01e232fe-7d5f-4d80-8b18-2446caf4a3f1.dat,narrowbanddrd,01e232fe-7d5f-4d80-8b18-2446caf4a3f1,000127,3,train
01e52d66-a38a-4905-9683-80ef74b783ad.dat,squarepulsednarrowband,01e52d66-a38a-4905-9683-80ef74b783ad,000128,4,train
01eac674-6718-4595-bc97-2d06c991b09a.dat,narrowbanddrd,01eac674-6718-4595-bc97-2d06c991b09a,000129,3,train
01ee3353-f090-4b97-ad2f-a4c13970951f.dat,squarepulsednarrowband,01ee3353-f090-4b97-ad2f-a4c13970951f,000130,4,train
01efda97-ca7a-4ca3-94d6-75b547a6cfe4.dat,narrowband,01efda97-ca7a-4ca3-94d6-75b547a6cfe4,000131,2,train
01f1100a-b8d6-49d9-bef3-ce6554f27af6.dat,squigglesquarepulsednarrowband,01f1100a-b8d6-49d9-bef3-ce6554f27af6,000132,6,train
01f8d5df-2c75-4a56-afd1-704d07abe62b.dat,squiggle,01f8d5df-2c75-4a56-afd1-704d07abe62b,000133,5,train
01fbbb2a-f557-4930-bae0-a65c6a2c0585.dat,narrowband,01fbbb2a-f557-4930-bae0-a65c6a2c0585,000134,2,train
01fbd2d9-3b39-4b33-8a47-955cf35717d9.dat,squarepulsednarrowband,01fbd2d9-3b39-4b33-8a47-955cf35717d9,000135,4,train
01fd8c46-2959-45c5-8fa1-827070586dd1.dat,squigglesquarepulsednarrowband,01fd8c46-2959-45c5-8fa1-827070586dd1,000136,6,train
020376b0-f777-416b-b338-43335c305ac7.dat,narrowbanddrd,020376b0-f777-416b-b338-43335c305ac7,000137,3,train
0207a7b4-4534-44cf-85f2-fa6fdaeb6033.dat,squigglesquarepulsednarrowband,0207a7b4-4534-44cf-85f2-fa6fdaeb6033,000138,6,train
0209918f-571a-43ad-8307-004380e6e138.dat,squarepulsednarrowband,0209918f-571a-43ad-8307-004380e6e138,000139,4,train
020ba5ed-3344-4e4d-8f40-299e5604e206.dat,squiggle,020ba5ed-3344-4e4d-8f40-299e5604e206,000140,5,train
020c1527-7591-44b1-83d1-a0a704f8433e.dat,narrowband,020c1527-7591-44b1-83d1-a0a704f8433e,000141,2,train
020c38ae-43f2-4413-9c28-97af18abc096.dat,brightpixel,020c38ae-43f2-4413-9c28-97af18abc096,000142,1,train
0213c6d2-8642-4e80-ae4c-d3b690b753fc.dat,squigglesquarepulsednarrowband,0213c6d2-8642-4e80-ae4c-d3b690b753fc,000143,6,train
021fa4aa-014a-4001-8ed8-ab62627ef44e.dat,narrowbanddrd,021fa4aa-014a-4001-8ed8-ab62627ef44e,000144,3,train
0224ea7f-2554-4c47-b13e-f04af8a07a1e.dat,narrowband,0224ea7f-2554-4c47-b13e-f04af8a07a1e,000145,2,train
02271dff-b866-403d-872a-7b9eeebb2a6e.dat,brightpixel,02271dff-b866-403d-872a-7b9eeebb2a6e,000146,1,train
022f9cd0-5fdc-4210-b232-a7ad6d6e492d.dat,noise,022f9cd0-5fdc-4210-b232-a7ad6d6e492d,000147,0,train
0232277a-c533-4039-a3b8-9cbbf903ce5a.dat,narrowbanddrd,0232277a-c533-4039-a3b8-9cbbf903ce5a,000148,3,train
0235701e-791c-46ed-a6e9-e090a7b7bf2c.dat,squarepulsednarrowband,0235701e-791c-46ed-a6e9-e090a7b7bf2c,000149,4,train
0237063d-3f64-4bd5-91f6-02f3bcf1353f.dat,squarepulsednarrowband,0237063d-3f64-4bd5-91f6-02f3bcf1353f,000150,4,train
0238c663-cde5-49f6-ab1c-b9cee4228100.dat,noise,0238c663-cde5-49f6-ab1c-b9cee4228100,000151,0,train
02392dc5-68c4-481b-8196-d0be9e017df6.dat,brightpixel,02392dc5-68c4-481b-8196-d0be9e017df6,000152,1,train
023e7563-8d88-4c6b-bed1-440f54428ece.dat,narrowbanddrd,023e7563-8d88-4c6b-bed1-440f54428ece,000153,3,train
023ef8da-1ae1-4c05-a2ba-d11dfb07d2bf.dat,narrowbanddrd,023ef8da-1ae1-4c05-a2ba-d11dfb07d2bf,000154,3,train
0242867b-0d9e-4435-aed5-0906a45f7520.dat,narrowbanddrd,0242867b-0d9e-4435-aed5-0906a45f7520,000155,3,train
02444afb-65da-47e5-a89e-2128b8168dda.dat,noise,02444afb-65da-47e5-a89e-2128b8168dda,000156,0,train
02464dcd-8627-4dd3-86b2-43f96090400a.dat,brightpixel,02464dcd-8627-4dd3-86b2-43f96090400a,000157,1,train
0252ee04-d453-4013-aadf-a9af7f5f6adb.dat,narrowbanddrd,0252ee04-d453-4013-aadf-a9af7f5f6adb,000158,3,train
02536e73-2fb5-4278-9494-e98ca347bad4.dat,noise,02536e73-2fb5-4278-9494-e98ca347bad4,000159,0,train
02582067-307f-4e63-9f90-d04e80eed361.dat,brightpixel,02582067-307f-4e63-9f90-d04e80eed361,000160,1,train
025ee66e-a318-400c-b62b-850d31f6d0c2.dat,brightpixel,025ee66e-a318-400c-b62b-850d31f6d0c2,000161,1,train
0269400f-397f-4de7-9584-42ed53ac9d94.dat,narrowbanddrd,0269400f-397f-4de7-9584-42ed53ac9d94,000162,3,train
026b2c89-6a3d-4ef7-8204-f9310e26b1b7.dat,noise,026b2c89-6a3d-4ef7-8204-f9310e26b1b7,000163,0,train
026ca2f9-aee8-464c-ad83-c691fcb5d808.dat,squarepulsednarrowband,026ca2f9-aee8-464c-ad83-c691fcb5d808,000164,4,train
026ee34e-6ed0-44c2-88ba-6325d0ff1b9f.dat,noise,026ee34e-6ed0-44c2-88ba-6325d0ff1b9f,000165,0,train
0270b9d5-5068-4f27-9322-206299e5ce4c.dat,noise,0270b9d5-5068-4f27-9322-206299e5ce4c,000166,0,train
0275169d-361b-4393-a295-f43bfe59ede8.dat,narrowbanddrd,0275169d-361b-4393-a295-f43bfe59ede8,000167,3,train
0276466f-d2bc-46c5-ae24-5977cbb13be2.dat,noise,0276466f-d2bc-46c5-ae24-5977cbb13be2,000168,0,train
02928243-7a49-427f-b40d-8d3d29cc780f.dat,squarepulsednarrowband,02928243-7a49-427f-b40d-8d3d29cc780f,000169,4,train
029f4823-ed96-4f1d-b31b-e257e5a804f3.dat,squiggle,029f4823-ed96-4f1d-b31b-e257e5a804f3,000170,5,train
02a213f5-2ddd-44b0-8478-e867dd8cb316.dat,noise,02a213f5-2ddd-44b0-8478-e867dd8cb316,000171,0,train
02a2aabc-4eed-4190-b5c1-7e7bb931f3f5.dat,brightpixel,02a2aabc-4eed-4190-b5c1-7e7bb931f3f5,000172,1,train
02aa2163-5abd-4442-a72f-3eb79703330c.dat,narrowband,02aa2163-5abd-4442-a72f-3eb79703330c,000173,2,train
02ab28d5-b63f-4f60-9c13-decee99c2456.dat,brightpixel,02ab28d5-b63f-4f60-9c13-decee99c2456,000174,1,train
02afce62-af21-4931-b584-e80cc220f582.dat,squiggle,02afce62-af21-4931-b584-e80cc220f582,000175,5,train
02b465bb-744d-4bb3-83e8-a349d8c52cfa.dat,narrowbanddrd,02b465bb-744d-4bb3-83e8-a349d8c52cfa,000176,3,train
02b54754-fe5a-4f73-a92c-05925a796b7a.dat,squigglesquarepulsednarrowband,02b54754-fe5a-4f73-a92c-05925a796b7a,000177,6,train
02bf5d69-6d95-477b-90ba-3be0c3bc0a14.dat,narrowband,02bf5d69-6d95-477b-90ba-3be0c3bc0a14,000178,2,train
02c2140a-388f-4c45-aabf-d8db19a6bb3d.dat,squiggle,02c2140a-388f-4c45-aabf-d8db19a6bb3d,000179,5,train
02d02b92-b208-4c34-9484-d650a2bf821a.dat,narrowbanddrd,02d02b92-b208-4c34-9484-d650a2bf821a,000180,3,train
02d5a307-4095-495e-8ef6-54d67e5ab9ff.dat,narrowband,02d5a307-4095-495e-8ef6-54d67e5ab9ff,000181,2,train
02d80cc0-b0af-4f48-a980-9eb5460abf0e.dat,squarepulsednarrowband,02d80cc0-b0af-4f48-a980-9eb5460abf0e,000182,4,train
02d9c66b-1384-4dce-809c-8dd8d5fd86e2.dat,noise,02d9c66b-1384-4dce-809c-8dd8d5fd86e2,000183,0,train
02dd60ac-adfc-4cb4-a161-8e80d565966f.dat,squigglesquarepulsednarrowband,02dd60ac-adfc-4cb4-a161-8e80d565966f,000184,6,train
02dd81c9-6333-408a-8f49-70e1705331b1.dat,noise,02dd81c9-6333-408a-8f49-70e1705331b1,000185,0,train
02dda284-0fef-46b1-b2a6-eeb1f38968e5.dat,narrowbanddrd,02dda284-0fef-46b1-b2a6-eeb1f38968e5,000186,3,train
02dff63c-2b9e-444f-abf5-bc1537097ced.dat,narrowband,02dff63c-2b9e-444f-abf5-bc1537097ced,000187,2,train
02e1a8b3-312b-475d-acaf-2da96cd67c39.dat,squarepulsednarrowband,02e1a8b3-312b-475d-acaf-2da96cd67c39,000188,4,train
02e22777-2df9-4f6e-9c53-e82a512bd1aa.dat,noise,02e22777-2df9-4f6e-9c53-e82a512bd1aa,000189,0,train
02e4b62e-c618-4eed-bccd-13c4afae42f4.dat,narrowbanddrd,02e4b62e-c618-4eed-bccd-13c4afae42f4,000190,3,train
02ea8caf-b9eb-444c-bfaf-3bef6c49791c.dat,noise,02ea8caf-b9eb-444c-bfaf-3bef6c49791c,000191,0,train
02ebda43-8f51-4808-aff4-adfbaf48dde2.dat,brightpixel,02ebda43-8f51-4808-aff4-adfbaf48dde2,000192,1,train
02f15f60-9f0a-47cf-8107-e0f098878095.dat,narrowband,02f15f60-9f0a-47cf-8107-e0f098878095,000193,2,train
02f2ad79-7dab-4240-944b-a9097177987c.dat,squigglesquarepulsednarrowband,02f2ad79-7dab-4240-944b-a9097177987c,000194,6,train
02f6c313-7860-42fa-a4f9-b4576597619a.dat,narrowband,02f6c313-7860-42fa-a4f9-b4576597619a,000195,2,train
